TA1AAM ✅ (Alfa, Alfa, Mike) 🟢 🟢 ⚫️
TA1UKU ✅ (Uniform, Kilo, Uniform) 🟢 ⚫️ 🟢
TA1UKV ✅ (Uniform, Kilo, Victor)
TA1UKZ ✅ (Uniform, Kilo, Zulu)
TA1ULD ✅ (Uniform, Lima, Delta)
TA1ULE ✅ (Uniform, Lima, Echo)
TA1ULF ✅ (Uniform, Lima, Foxtrot)
TA1ULG ✅ (Uniform, Lima, Golf)
TA1ULH ✅ (Uniform, Lima, Hotel)
TA1ULI ✅ (Uniform, Lima, India)
TA1ULJ ✅ (Uniform, Lima, Juliett)
TA1ULK ✅ (Uniform, Lima, Kilo)
TA1ULL ✅ (Uniform, Lima, Lima) ⚫️ 🟢 🟢
TA1ULM ✅ (Uniform, Lima, Mike)
TA1ULN ✅ (Uniform, Lima, November)
TA1ULO ✅ (Uniform, Lima, Oscar)
TA1ULP ✅ (Uniform, Lima, Papa)
TA1ULQ ✅ (Uniform, Lima, Quebec)
TA1ULR ✅ (Uniform, Lima, Romeo)
TA1ULT ✅ (Uniform, Lima, Tango)
TA1ULV ✅ (Uniform, Lima, Victor)
TA1ULW ✅ (Uniform, Lima, Whiskey)
TA1ULX ✅ (Uniform, Lima, X-ray)
TA1ULZ ✅ (Uniform, Lima, Zulu)
TA1UMF ✅ (Uniform, Mike, Foxtrot)
TA1UMG ✅ (Uniform, Mike, Golf)
TA1UMH ✅ (Uniform, Mike, Hotel)
TA1UMJ ✅ (Uniform, Mike, Juliett)
TA1UMK ✅ (Uniform, Mike, Kilo)
TA1UML ✅ (Uniform, Mike, Lima)
TA1UMM ✅ (Uniform, Mike, Mike) ⚫️ 🟢 🟢
TA1UMN ✅ (Uniform, Mike, November)
TA1UMP ✅ (Uniform, Mike, Papa)
TA1UMQ ✅ (Uniform, Mike, Quebec)
TA1UMS ✅ (Uniform, Mike, Sierra)
TA1UMV ✅ (Uniform, Mike, Victor)
TA1UMW ✅ (Uniform, Mike, Whiskey)
TA1UMX ✅ (Uniform, Mike, X-ray)
TA1UNA ✅ (Uniform, November, Alfa)
TA1UNB ✅ (Uniform, November, Bravo)
TA1UNC ✅ (Uniform, November, Charlie)
TA1UND ✅ (Uniform, November, Delta)
TA1UNE ✅ (Uniform, November, Echo)
TA1UNF ✅ (Uniform, November, Foxtrot)
TA1UNG ✅ (Uniform, November, Golf)
TA1UNH ✅ (Uniform, November, Hotel)
TA1UNI ✅ (Uniform, November, India)
TA1UNJ ✅ (Uniform, November, Juliett)
TA1UNK ✅ (Uniform, November, Kilo)
TA1UNM ✅ (Uniform, November, Mike)
TA1UNP ✅ (Uniform, November, Papa)
TA1UNQ ✅ (Uniform, November, Quebec)
TA1UNS ✅ (Uniform, November, Sierra)
TA1UNU ✅ (Uniform, November, Uniform) 🟢 ⚫️ 🟢
TA1UNV ✅ (Uniform, November, Victor)
TA1UNW ✅ (Uniform, November, Whiskey)
TA1UNX ✅ (Uniform, November, X-ray)
TA1UNY ✅ (Uniform, November, Yankee)
TA1UOB ✅ (Uniform, Oscar, Bravo)
TA1UOC ✅ (Uniform, Oscar, Charlie)
TA1UOD ✅ (Uniform, Oscar, Delta)
TA1UOE ✅ (Uniform, Oscar, Echo)
TA1UOF ✅ (Uniform, Oscar, Foxtrot)
TA1UOG ✅ (Uniform, Oscar, Golf)
TA1UOH ✅ (Uniform, Oscar, Hotel)
TA1UOI ✅ (Uniform, Oscar, India)
TA1UOJ ✅ (Uniform, Oscar, Juliett)
TA1UOL ✅ (Uniform, Oscar, Lima)
TA1UOM ✅ (Uniform, Oscar, Mike)
TA1UON ✅ (Uniform, Oscar, November)
TA1UOO ✅ (Uniform, Oscar, Oscar) ⚫️ 🟢 🟢
TA1UOP ✅ (Uniform, Oscar, Papa)
TA1UOQ ✅ (Uniform, Oscar, Quebec)
TA1UOR ✅ (Uniform, Oscar, Romeo)
TA1UOS ✅ (Uniform, Oscar, Sierra)
TA1UOT ✅ (Uniform, Oscar, Tango)
TA1UOU ✅ (Uniform, Oscar, Uniform) 🟢 ⚫️ 🟢
TA1UOV ✅ (Uniform, Oscar, Victor)
TA1UOW ✅ (Uniform, Oscar, Whiskey)
TA1UOX ✅ (Uniform, Oscar, X-ray)
TA1UPA ✅ (Uniform, Papa, Alfa)
TA1UPB ✅ (Uniform, Papa, Bravo)
TA1UPC ✅ (Uniform, Papa, Charlie)
TA1UPD ✅ (Uniform, Papa, Delta)
TA1UPE ✅ (Uniform, Papa, Echo)
TA1UPF ✅ (Uniform, Papa, Foxtrot)
TA1UPG ✅ (Uniform, Papa, Golf)
TA1UPH ✅ (Uniform, Papa, Hotel)
TA1UPI ✅ (Uniform, Papa, India)
TA1UPJ ✅ (Uniform, Papa, Juliett)
TA1UPK ✅ (Uniform, Papa, Kilo)
TA1UPL ✅ (Uniform, Papa, Lima)
TA1UPM ✅ (Uniform, Papa, Mike)
TA1UPN ✅ (Uniform, Papa, November)
TA1UPO ✅ (Uniform, Papa, Oscar)
TA1UPP ✅ (Uniform, Papa, Papa) ⚫️ 🟢 🟢
TA1UPQ ✅ (Uniform, Papa, Quebec)
TA1UPR ✅ (Uniform, Papa, Romeo)
TA1UPS ✅ (Uniform, Papa, Sierra)
TA1UPT ✅ (Uniform, Papa, Tango)
TA1UPU ✅ (Uniform, Papa, Uniform) 🟢 ⚫️ 🟢
TA1UPV ✅ (Uniform, Papa, Victor)
TA1UPW ✅ (Uniform, Papa, Whiskey)
TA1UPX ✅ (Uniform, Papa, X-ray)
TA1UPY ✅ (Uniform, Papa, Yankee)
TA1UPZ ✅ (Uniform, Papa, Zulu)
TA1UQA ✅ (Uniform, Quebec, Alfa)
TA1UQB ✅ (Uniform, Quebec, Bravo)
TA1UQC ✅ (Uniform, Quebec, Charlie)
TA1UQD ✅ (Uniform, Quebec, Delta)
TA1UQE ✅ (Uniform, Quebec, Echo)
TA1UQF ✅ (Uniform, Quebec, Foxtrot)
TA1UQG ✅ (Uniform, Quebec, Golf)
TA1UQH ✅ (Uniform, Quebec, Hotel)
TA1UQI ✅ (Uniform, Quebec, India)
TA1UQJ ✅ (Uniform, Quebec, Juliett)
TA1UQK ✅ (Uniform, Quebec, Kilo)
TA1UQL ✅ (Uniform, Quebec, Lima)
TA1UQM ✅ (Uniform, Quebec, Mike)
TA1UQN ✅ (Uniform, Quebec, November)
TA1UQO ✅ (Uniform, Quebec, Oscar)
TA1UQP ✅ (Uniform, Quebec, Papa)
TA1UQQ ✅ (Uniform, Quebec, Quebec) ⚫️ 🟢 🟢
TA1UQR ✅ (Uniform, Quebec, Romeo)
TA1UQS ✅ (Uniform, Quebec, Sierra)
TA1UQT ✅ (Uniform, Quebec, Tango)
TA1UQU ✅ (Uniform, Quebec, Uniform) 🟢 ⚫️ 🟢
TA1UQV ✅ (Uniform, Quebec, Victor)
TA1UQW ✅ (Uniform, Quebec, Whiskey)
TA1UQX ✅ (Uniform, Quebec, X-ray)
TA1UQY ✅ (Uniform, Quebec, Yankee)
TA1UQZ ✅ (Uniform, Quebec, Zulu)
TA1URA ✅ (Uniform, Romeo, Alfa)
TA1URB ✅ (Uniform, Romeo, Bravo)
TA1URC ✅ (Uniform, Romeo, Charlie)
TA1URD ✅ (Uniform, Romeo, Delta)
TA1URE ✅ (Uniform, Romeo, Echo)
TA1URF ✅ (Uniform, Romeo, Foxtrot)
TA1URH ✅ (Uniform, Romeo, Hotel)
TA1URI ✅ (Uniform, Romeo, India)
TA1URJ ✅ (Uniform, Romeo, Juliett)
TA1URM ✅ (Uniform, Romeo, Mike)
TA1URN ✅ (Uniform, Romeo, November)
TA1URO ✅ (Uniform, Romeo, Oscar)
TA1URP ✅ (Uniform, Romeo, Papa)
TA1URQ ✅ (Uniform, Romeo, Quebec)
TA1URR ✅ (Uniform, Romeo, Romeo) ⚫️ 🟢 🟢
TA1URT ✅ (Uniform, Romeo, Tango)
TA1URU ✅ (Uniform, Romeo, Uniform) 🟢 ⚫️ 🟢
TA1URV ✅ (Uniform, Romeo, Victor)
TA1URW ✅ (Uniform, Romeo, Whiskey)
TA1URX ✅ (Uniform, Romeo, X-ray)
TA1URY ✅ (Uniform, Romeo, Yankee)
TA1URZ ✅ (Uniform, Romeo, Zulu)
TA1USC ✅ (Uniform, Sierra, Charlie)
TA1USD ✅ (Uniform, Sierra, Delta)
TA1USF ✅ (Uniform, Sierra, Foxtrot)
TA1USJ ✅ (Uniform, Sierra, Juliett)
TA1USM ✅ (Uniform, Sierra, Mike)
TA1USN ✅ (Uniform, Sierra, November)
TA1USP ✅ (Uniform, Sierra, Papa)
TA1USQ ✅ (Uniform, Sierra, Quebec)
TA1USR ✅ (Uniform, Sierra, Romeo)
TA1USU ✅ (Uniform, Sierra, Uniform) 🟢 ⚫️ 🟢
TA1USW ✅ (Uniform, Sierra, Whiskey)
TA1USZ ✅ (Uniform, Sierra, Zulu)
TA1UTA ✅ (Uniform, Tango, Alfa)
TA1UTD ✅ (Uniform, Tango, Delta)
TA1UTF ✅ (Uniform, Tango, Foxtrot)
TA1UTG ✅ (Uniform, Tango, Golf)
TA1UTH ✅ (Uniform, Tango, Hotel)
TA1UTI ✅ (Uniform, Tango, India)
TA1UTJ ✅ (Uniform, Tango, Juliett)
TA1UTL ✅ (Uniform, Tango, Lima)
TA1UTM ✅ (Uniform, Tango, Mike)
TA1UTN ✅ (Uniform, Tango, November)
TA1UTO ✅ (Uniform, Tango, Oscar)
TA1UTP ✅ (Uniform, Tango, Papa)
TA1UTQ ✅ (Uniform, Tango, Quebec)
TA1UTR ✅ (Uniform, Tango, Romeo)
TA1UTS ✅ (Uniform, Tango, Sierra)
TA1UTU ✅ (Uniform, Tango, Uniform) 🟢 ⚫️ 🟢
TA1UTV ✅ (Uniform, Tango, Victor)
TA1UTW ✅ (Uniform, Tango, Whiskey)
TA1UTX ✅ (Uniform, Tango, X-ray)
TA1UTY ✅ (Uniform, Tango, Yankee)
TA1UTZ ✅ (Uniform, Tango, Zulu)
TA1UUA ✅ (Uniform, Uniform, Alfa) 🟢 🟢 ⚫️
TA1UUB ✅ (Uniform, Uniform, Bravo) 🟢 🟢 ⚫️
TA1UUC ✅ (Uniform, Uniform, Charlie) 🟢 🟢 ⚫️
TA1UUD ✅ (Uniform, Uniform, Delta) 🟢 🟢 ⚫️
TA1UUE ✅ (Uniform, Uniform, Echo) 🟢 🟢 ⚫️
TA1UUF ✅ (Uniform, Uniform, Foxtrot) 🟢 🟢 ⚫️
TA1UUH ✅ (Uniform, Uniform, Hotel) 🟢 🟢 ⚫️
TA1UUI ✅ (Uniform, Uniform, India) 🟢 🟢 ⚫️
TA1UUJ ✅ (Uniform, Uniform, Juliett) 🟢 🟢 ⚫️
TA1UUK ✅ (Uniform, Uniform, Kilo) 🟢 🟢 ⚫️
TA1UUL ✅ (Uniform, Uniform, Lima) 🟢 🟢 ⚫️
TA1UUM ✅ (Uniform, Uniform, Mike) 🟢 🟢 ⚫️
TA1UUN ✅ (Uniform, Uniform, November) 🟢 🟢 ⚫️
TA1UUO ✅ (Uniform, Uniform, Oscar) 🟢 🟢 ⚫️
TA1UUP ✅ (Uniform, Uniform, Papa) 🟢 🟢 ⚫️
TA1UUQ ✅ (Uniform, Uniform, Quebec) 🟢 🟢 ⚫️
TA1UUS ✅ (Uniform, Uniform, Sierra) 🟢 🟢 ⚫️
TA1UUT ✅ (Uniform, Uniform, Tango) 🟢 🟢 ⚫️
TA1UUU ✅ (Uniform, Uniform, Uniform) 🟢 🟢 🟢
TA1UUV ✅ (Uniform, Uniform, Victor) 🟢 🟢 ⚫️
TA1UUW ✅ (Uniform, Uniform, Whiskey) 🟢 🟢 ⚫️
TA1UUX ✅ (Uniform, Uniform, X-ray) 🟢 🟢 ⚫️
TA1UUY ✅ (Uniform, Uniform, Yankee) 🟢 🟢 ⚫️
TA1UUZ ✅ (Uniform, Uniform, Zulu) 🟢 🟢 ⚫️
TA1UVB ✅ (Uniform, Victor, Bravo)
TA1UVC ✅ (Uniform, Victor, Charlie)
TA1UVD ✅ (Uniform, Victor, Delta)
TA1UVE ✅ (Uniform, Victor, Echo)
TA1UVF ✅ (Uniform, Victor, Foxtrot)
TA1UVG ✅ (Uniform, Victor, Golf)
TA1UVH ✅ (Uniform, Victor, Hotel)
TA1UVI ✅ (Uniform, Victor, India)
TA1UVJ ✅ (Uniform, Victor, Juliett)
TA1UVK ✅ (Uniform, Victor, Kilo)
TA1UVL ✅ (Uniform, Victor, Lima)
TA1UVM ✅ (Uniform, Victor, Mike)
TA1UVN ✅ (Uniform, Victor, November)
TA1UVO ✅ (Uniform, Victor, Oscar)
TA1UVP ✅ (Uniform, Victor, Papa)
TA1UVQ ✅ (Uniform, Victor, Quebec)
TA1UVR ✅ (Uniform, Victor, Romeo)
TA1UVS ✅ (Uniform, Victor, Sierra)
TA1UVT ✅ (Uniform, Victor, Tango)
TA1UVU ✅ (Uniform, Victor, Uniform) 🟢 ⚫️ 🟢
TA1UVV ✅ (Uniform, Victor, Victor) ⚫️ 🟢 🟢
TA1UVW ✅ (Uniform, Victor, Whiskey)
TA1UVX ✅ (Uniform, Victor, X-ray)
TA1UVY ✅ (Uniform, Victor, Yankee)
TA1UVZ ✅ (Uniform, Victor, Zulu)
TA1UWA ✅ (Uniform, Whiskey, Alfa)
TA1UWB ✅ (Uniform, Whiskey, Bravo)
TA1UWC ✅ (Uniform, Whiskey, Charlie)
TA1UWD ✅ (Uniform, Whiskey, Delta)
TA1UWE ✅ (Uniform, Whiskey, Echo)
TA1UWF ✅ (Uniform, Whiskey, Foxtrot)
TA1UWG ✅ (Uniform, Whiskey, Golf)
TA1UWH ✅ (Uniform, Whiskey, Hotel)
TA1UWI ✅ (Uniform, Whiskey, India)
TA1UWJ ✅ (Uniform, Whiskey, Juliett)
TA1UWK ✅ (Uniform, Whiskey, Kilo)
TA1UWL ✅ (Uniform, Whiskey, Lima)
TA1UWM ✅ (Uniform, Whiskey, Mike)
TA1UWN ✅ (Uniform, Whiskey, November)
TA1UWO ✅ (Uniform, Whiskey, Oscar)
TA1UWP ✅ (Uniform, Whiskey, Papa)
TA1UWQ ✅ (Uniform, Whiskey, Quebec)
TA1UWR ✅ (Uniform, Whiskey, Romeo)
TA1UWS ✅ (Uniform, Whiskey, Sierra)
TA1UWT ✅ (Uniform, Whiskey, Tango)
TA1UWU ✅ (Uniform, Whiskey, Uniform) 🟢 ⚫️ 🟢
TA1UWV ✅ (Uniform, Whiskey, Victor)
TA1UWW ✅ (Uniform, Whiskey, Whiskey) ⚫️ 🟢 🟢
TA1UWX ✅ (Uniform, Whiskey, X-ray)
TA1UWY ✅ (Uniform, Whiskey, Yankee)
TA1UWZ ✅ (Uniform, Whiskey, Zulu)
TA1UXA ✅ (Uniform, X-ray, Alfa)
TA1UXB ✅ (Uniform, X-ray, Bravo)
TA1UXC ✅ (Uniform, X-ray, Charlie)
TA1UXD ✅ (Uniform, X-ray, Delta)
TA1UXE ✅ (Uniform, X-ray, Echo)
TA1UXF ✅ (Uniform, X-ray, Foxtrot)
TA1UXG ✅ (Uniform, X-ray, Golf)
TA1UXH ✅ (Uniform, X-ray, Hotel)
TA1UXI ✅ (Uniform, X-ray, India)
TA1UXJ ✅ (Uniform, X-ray, Juliett)
TA1UXK ✅ (Uniform, X-ray, Kilo)
TA1UXL ✅ (Uniform, X-ray, Lima)
TA1UXM ✅ (Uniform, X-ray, Mike)
TA1UXN ✅ (Uniform, X-ray, November)
TA1UXO ✅ (Uniform, X-ray, Oscar)
TA1UXP ✅ (Uniform, X-ray, Papa)
TA1UXQ ✅ (Uniform, X-ray, Quebec)
TA1UXR ✅ (Uniform, X-ray, Romeo)
TA1UXS ✅ (Uniform, X-ray, Sierra)
TA1UXT ✅ (Uniform, X-ray, Tango)
TA1UXU ✅ (Uniform, X-ray, Uniform) 🟢 ⚫️ 🟢
TA1UXV ✅ (Uniform, X-ray, Victor)
TA1UXW ✅ (Uniform, X-ray, Whiskey)
TA1UXX ✅ (Uniform, X-ray, X-ray) ⚫️ 🟢 🟢
TA1UXZ ✅ (Uniform, X-ray, Zulu)
TA1UYD ✅ (Uniform, Yankee, Delta)
TA1UYE ✅ (Uniform, Yankee, Echo)
TA1UYF ✅ (Uniform, Yankee, Foxtrot)
TA1UYH ✅ (Uniform, Yankee, Hotel)
TA1UYI ✅ (Uniform, Yankee, India)
TA1UYJ ✅ (Uniform, Yankee, Juliett)
TA1UYK ✅ (Uniform, Yankee, Kilo)
TA1UYL ✅ (Uniform, Yankee, Lima)
TA1UYM ✅ (Uniform, Yankee, Mike)
TA1UYP ✅ (Uniform, Yankee, Papa)
TA1UYQ ✅ (Uniform, Yankee, Quebec)
TA1UYR ✅ (Uniform, Yankee, Romeo)
TA1UYT ✅ (Uniform, Yankee, Tango)
TA1UYU ✅ (Uniform, Yankee, Uniform) 🟢 ⚫️ 🟢
TA1UYW ✅ (Uniform, Yankee, Whiskey)
TA1UYX ✅ (Uniform, Yankee, X-ray)
TA1UYZ ✅ (Uniform, Yankee, Zulu)
TA1UZA ✅ (Uniform, Zulu, Alfa)
TA1UZB ✅ (Uniform, Zulu, Bravo)
TA1UZC ✅ (Uniform, Zulu, Charlie)
TA1UZD ✅ (Uniform, Zulu, Delta)
TA1UZE ✅ (Uniform, Zulu, Echo)
TA1UZF ✅ (Uniform, Zulu, Foxtrot)
TA1UZH ✅ (Uniform, Zulu, Hotel)
TA1UZI ✅ (Uniform, Zulu, India)
TA1UZJ ✅ (Uniform, Zulu, Juliett)
TA1UZK ✅ (Uniform, Zulu, Kilo)
TA1UZP ✅ (Uniform, Zulu, Papa)
TA1UZQ ✅ (Uniform, Zulu, Quebec)
TA1UZR ✅ (Uniform, Zulu, Romeo)
TA1UZS ✅ (Uniform, Zulu, Sierra)
TA1UZV ✅ (Uniform, Zulu, Victor)
TA1UZW ✅ (Uniform, Zulu, Whiskey)
TA1VAB ✅ (Victor, Alfa, Bravo)
TA1VAC ✅ (Victor, Alfa, Charlie)
TA1VAE ✅ (Victor, Alfa, Echo)
TA1VAF ✅ (Victor, Alfa, Foxtrot)
TA1VAG ✅ (Victor, Alfa, Golf)
TA1VAI ✅ (Victor, Alfa, India)
TA1VAJ ✅ (Victor, Alfa, Juliett)
TA1VAK ✅ (Victor, Alfa, Kilo)
TA1VAM ✅ (Victor, Alfa, Mike)
TA1VAO ✅ (Victor, Alfa, Oscar)
TA1VAP ✅ (Victor, Alfa, Papa)
TA1VAQ ✅ (Victor, Alfa, Quebec)
TA1VAU ✅ (Victor, Alfa, Uniform)
TA1VAW ✅ (Victor, Alfa, Whiskey)
TA1VAX ✅ (Victor, Alfa, X-ray)
TA1VAY ✅ (Victor, Alfa, Yankee)
TA1VAZ ✅ (Victor, Alfa, Zulu)
TA1VBA ✅ (Victor, Bravo, Alfa)
TA1VBB ✅ (Victor, Bravo, Bravo) ⚫️ 🟢 🟢
TA1VBC ✅ (Victor, Bravo, Charlie)
TA1VBD ✅ (Victor, Bravo, Delta)
TA1VBE ✅ (Victor, Bravo, Echo)
TA1VBF ✅ (Victor, Bravo, Foxtrot)
TA1VBG ✅ (Victor, Bravo, Golf)
TA1VBH ✅ (Victor, Bravo, Hotel)
TA1VBI ✅ (Victor, Bravo, India)
TA1VBJ ✅ (Victor, Bravo, Juliett)
TA1VBK ✅ (Victor, Bravo, Kilo)
TA1VBL ✅ (Victor, Bravo, Lima)
TA1VBM ✅ (Victor, Bravo, Mike)
TA1VBN ✅ (Victor, Bravo, November)
TA1VBO ✅ (Victor, Bravo, Oscar)
TA1VBP ✅ (Victor, Bravo, Papa)
TA1VBQ ✅ (Victor, Bravo, Quebec)
TA1VBR ✅ (Victor, Bravo, Romeo)
TA1VBS ✅ (Victor, Bravo, Sierra)
TA1VBT ✅ (Victor, Bravo, Tango)
TA1VBU ✅ (Victor, Bravo, Uniform)
TA1VBV ✅ (Victor, Bravo, Victor) 🟢 ⚫️ 🟢
TA1VBW ✅ (Victor, Bravo, Whiskey)
TA1VBX ✅ (Victor, Bravo, X-ray)
TA1VBY ✅ (Victor, Bravo, Yankee)
TA1VBZ ✅ (Victor, Bravo, Zulu)
TA1VCA ✅ (Victor, Charlie, Alfa)
TA1VCB ✅ (Victor, Charlie, Bravo)
TA1VCC ✅ (Victor, Charlie, Charlie) ⚫️ 🟢 🟢
TA1VCD ✅ (Victor, Charlie, Delta)
TA1VCE ✅ (Victor, Charlie, Echo)
TA1VCF ✅ (Victor, Charlie, Foxtrot)
TA1VCG ✅ (Victor, Charlie, Golf)
TA1VCH ✅ (Victor, Charlie, Hotel)
TA1VCI ✅ (Victor, Charlie, India)
TA1VCJ ✅ (Victor, Charlie, Juliett)
TA1VCK ✅ (Victor, Charlie, Kilo)
TA1VCL ✅ (Victor, Charlie, Lima)
TA1VCM ✅ (Victor, Charlie, Mike)
TA1VCN ✅ (Victor, Charlie, November)
TA1VCO ✅ (Victor, Charlie, Oscar)
TA1VCQ ✅ (Victor, Charlie, Quebec)
TA1VCR ✅ (Victor, Charlie, Romeo)
TA1VCS ✅ (Victor, Charlie, Sierra)
TA1VCT ✅ (Victor, Charlie, Tango)
TA1VCU ✅ (Victor, Charlie, Uniform)
TA1VCV ✅ (Victor, Charlie, Victor) 🟢 ⚫️ 🟢
TA1VCW ✅ (Victor, Charlie, Whiskey)
TA1VCX ✅ (Victor, Charlie, X-ray)
TA1VCY ✅ (Victor, Charlie, Yankee)
TA1VCZ ✅ (Victor, Charlie, Zulu)
TA1VDA ✅ (Victor, Delta, Alfa)
TA1VDB ✅ (Victor, Delta, Bravo)
TA1VDC ✅ (Victor, Delta, Charlie)
TA1VDD ✅ (Victor, Delta, Delta) ⚫️ 🟢 🟢
TA1VDF ✅ (Victor, Delta, Foxtrot)
TA1VDG ✅ (Victor, Delta, Golf)
TA1VDH ✅ (Victor, Delta, Hotel)
TA1VDI ✅ (Victor, Delta, India)
TA1VDJ ✅ (Victor, Delta, Juliett)
TA1VDK ✅ (Victor, Delta, Kilo)
TA1VDL ✅ (Victor, Delta, Lima)
TA1VDM ✅ (Victor, Delta, Mike)
TA1VDN ✅ (Victor, Delta, November)
TA1VDO ✅ (Victor, Delta, Oscar)
TA1VDP ✅ (Victor, Delta, Papa)
TA1VDQ ✅ (Victor, Delta, Quebec)
TA1VDR ✅ (Victor, Delta, Romeo)
TA1VDS ✅ (Victor, Delta, Sierra)
TA1VDU ✅ (Victor, Delta, Uniform)
TA1VDV ✅ (Victor, Delta, Victor) 🟢 ⚫️ 🟢
TA1VDW ✅ (Victor, Delta, Whiskey)
TA1VDY ✅ (Victor, Delta, Yankee)
TA1VDZ ✅ (Victor, Delta, Zulu)
TA1VEA ✅ (Victor, Echo, Alfa)
TA1VEC ✅ (Victor, Echo, Charlie)
TA1VEF ✅ (Victor, Echo, Foxtrot)
TA1VEH ✅ (Victor, Echo, Hotel)
TA1VEI ✅ (Victor, Echo, India)
TA1VEJ ✅ (Victor, Echo, Juliett)
TA1VEK ✅ (Victor, Echo, Kilo)
TA1VEL ✅ (Victor, Echo, Lima)
TA1VEO ✅ (Victor, Echo, Oscar)
TA1VEP ✅ (Victor, Echo, Papa)
TA1VEQ ✅ (Victor, Echo, Quebec)
TA1VEU ✅ (Victor, Echo, Uniform)
TA1VEV ✅ (Victor, Echo, Victor) 🟢 ⚫️ 🟢
TA1VEW ✅ (Victor, Echo, Whiskey)
TA1VEX ✅ (Victor, Echo, X-ray)
TA1VEY ✅ (Victor, Echo, Yankee)
TA1VEZ ✅ (Victor, Echo, Zulu)
TA1VFA ✅ (Victor, Foxtrot, Alfa)
TA1VFB ✅ (Victor, Foxtrot, Bravo)
TA1VFC ✅ (Victor, Foxtrot, Charlie)
TA1VFD ✅ (Victor, Foxtrot, Delta)
TA1VFE ✅ (Victor, Foxtrot, Echo)
TA1VFF ✅ (Victor, Foxtrot, Foxtrot) ⚫️ 🟢 🟢
TA1VFG ✅ (Victor, Foxtrot, Golf)
TA1VFH ✅ (Victor, Foxtrot, Hotel)
TA1VFI ✅ (Victor, Foxtrot, India)
TA1VFJ ✅ (Victor, Foxtrot, Juliett)
TA1VFK ✅ (Victor, Foxtrot, Kilo)
TA1VFL ✅ (Victor, Foxtrot, Lima)
TA1VFM ✅ (Victor, Foxtrot, Mike)
TA1VFN ✅ (Victor, Foxtrot, November)
TA1VFO ✅ (Victor, Foxtrot, Oscar)
TA1VFP ✅ (Victor, Foxtrot, Papa)
TA1VFQ ✅ (Victor, Foxtrot, Quebec)
TA1VFR ✅ (Victor, Foxtrot, Romeo)
TA1VFS ✅ (Victor, Foxtrot, Sierra)
TA1VFT ✅ (Victor, Foxtrot, Tango)
TA1VFU ✅ (Victor, Foxtrot, Uniform)
TA1VFV ✅ (Victor, Foxtrot, Victor) 🟢 ⚫️ 🟢
TA1VFW ✅ (Victor, Foxtrot, Whiskey)
TA1VFX ✅ (Victor, Foxtrot, X-ray)
TA1VFY ✅ (Victor, Foxtrot, Yankee)
TA1VFZ ✅ (Victor, Foxtrot, Zulu)
TA1VGA ✅ (Victor, Golf, Alfa)
TA1VGB ✅ (Victor, Golf, Bravo)
TA1VGC ✅ (Victor, Golf, Charlie)
TA1VGD ✅ (Victor, Golf, Delta)
TA1VGE ✅ (Victor, Golf, Echo)
TA1VGF ✅ (Victor, Golf, Foxtrot)
TA1VGG ✅ (Victor, Golf, Golf) ⚫️ 🟢 🟢
TA1VGH ✅ (Victor, Golf, Hotel)
TA1VGI ✅ (Victor, Golf, India)
TA1VGJ ✅ (Victor, Golf, Juliett)
TA1VGK ✅ (Victor, Golf, Kilo)
TA1VGL ✅ (Victor, Golf, Lima)
TA1VGM ✅ (Victor, Golf, Mike)
TA1VGN ✅ (Victor, Golf, November)
TA1VGO ✅ (Victor, Golf, Oscar)
TA1VGP ✅ (Victor, Golf, Papa)
TA1VGQ ✅ (Victor, Golf, Quebec)
TA1VGR ✅ (Victor, Golf, Romeo)
TA1VGS ✅ (Victor, Golf, Sierra)
TA1VGT ✅ (Victor, Golf, Tango)
TA1VGU ✅ (Victor, Golf, Uniform)
TA1VGV ✅ (Victor, Golf, Victor) 🟢 ⚫️ 🟢
TA1VGW ✅ (Victor, Golf, Whiskey)
TA1VGX ✅ (Victor, Golf, X-ray)
TA1VGY ✅ (Victor, Golf, Yankee)
TA1VGZ ✅ (Victor, Golf, Zulu)
TA1VHA ✅ (Victor, Hotel, Alfa)
TA1VHB ✅ (Victor, Hotel, Bravo)
TA1VHC ✅ (Victor, Hotel, Charlie)
TA1VHE ✅ (Victor, Hotel, Echo)
TA1VHF ✅ (Victor, Hotel, Foxtrot)
TA1VHG ✅ (Victor, Hotel, Golf)
TA1VHH ✅ (Victor, Hotel, Hotel) ⚫️ 🟢 🟢
TA1VHI ✅ (Victor, Hotel, India)
TA1VHJ ✅ (Victor, Hotel, Juliett)
TA1VHK ✅ (Victor, Hotel, Kilo)
TA1VHL ✅ (Victor, Hotel, Lima)
TA1VHM ✅ (Victor, Hotel, Mike)
TA1VHN ✅ (Victor, Hotel, November)
TA1VHO ✅ (Victor, Hotel, Oscar)
TA1VHP ✅ (Victor, Hotel, Papa)
TA1VHQ ✅ (Victor, Hotel, Quebec)
TA1VHR ✅ (Victor, Hotel, Romeo)
TA1VHS ✅ (Victor, Hotel, Sierra)
TA1VHT ✅ (Victor, Hotel, Tango)
TA1VHU ✅ (Victor, Hotel, Uniform)
TA1VHV ✅ (Victor, Hotel, Victor) 🟢 ⚫️ 🟢
TA1VHW ✅ (Victor, Hotel, Whiskey)
TA1VHX ✅ (Victor, Hotel, X-ray)
TA1VHY ✅ (Victor, Hotel, Yankee)
TA1VHZ ✅ (Victor, Hotel, Zulu)
TA1VIA ✅ (Victor, India, Alfa)
